LATITUDE,LONGITUDE,County,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMIN,vpdmin (hPa),vpdmax (hPa)
44.0562,-71.1297,Carroll,159.1,3/29/20,,0.071428571,1,1.428571429,27.48571429,26.57142857,0.295714286,6.4
44.0562,-71.1297,Carroll,159.1,4/5/20,,0.365714286,0.128571429,0.142857143,29.45714286,33.14285714,0.682857143,4.682857143
44.0562,-71.1297,Carroll,159.1,4/12/20,,0.155714286,0.185714286,0.142857143,36.87142857,30.71428571,1.014285714,8.48
44.0562,-71.1297,Carroll,159.1,4/19/20,,0.454285714,0,0,33.8,30,0.805714286,6.212857143
44.0562,-71.1297,Carroll,159.1,4/26/20,,0.095714286,0,0,34.34285714,29.14285714,0.517142857,5.9
44.0562,-71.1297,Carroll,159.1,5/3/20,,0.422857143,0,0,38.54285714,38.85714286,0.571428571,7.081428571
44.0562,-71.1297,Carroll,159.1,5/10/20,,0.037142857,0.071428571,0,43.72857143,36.42857143,0.632857143,9.155714286
44.0562,-71.1297,Carroll,159.1,5/17/20,,0.121428571,0,0,40.37142857,39.42857143,0.858571429,6.86
44.0562,-71.1297,Carroll,159.1,5/24/20,,0,0,0,38.37142857,41.85714286,1.061428571,8.717142857
44.0562,-71.1297,Carroll,159.1,5/31/20,,0.02,0,0,44.2,54.57142857,1.188571429,11.18571429
44.0562,-71.1297,Carroll,159.1,6/7/20,,0.04,0,0,49.72857143,49.85714286,1.322857143,11.37571429
44.0562,-71.1297,Carroll,159.1,6/14/20,,0.027142857,0,0,43.58571429,50.14285714,1.04,10.73714286
44.0562,-71.1297,Carroll,159.1,6/21/20,,0,0,0,56.3,55.28571429,1.27,18.42285714
44.0562,-71.1297,Carroll,159.1,6/28/20,,0.002857143,0,0,63.75714286,59.57142857,1.19,26.80428571
44.0562,-71.1297,Carroll,159.1,7/5/20,,0.424285714,0,0,60.37142857,62.71428571,0.758571429,16.08285714
44.0562,-71.1297,Carroll,159.1,7/12/20,,0.071428571,0,0,64.9,64,1.254285714,17.85571429
44.0562,-71.1297,Carroll,159.1,7/19/20,,0.234285714,0,0,62.64285714,60.28571429,1.091428571,19.79857143
44.0562,-71.1297,Carroll,159.1,7/26/20,,0.037142857,0,0,75.75714286,62.57142857,0.858571429,30.88714286
44.0562,-71.1297,Carroll,159.1,8/2/20,,0.004285714,0,0,69.08571429,63,0.798571429,17.28428571
44.0562,-71.1297,Carroll,159.1,8/9/20,,0.165714286,0,0,72.24285714,59.42857143,0.788571429,21.35285714
44.0562,-71.1297,Carroll,159.1,8/16/20,,0,0,0,73.25714286,62.28571429,0.625714286,16.70571429
44.0562,-71.1297,Carroll,159.1,8/23/20,,0.06,0,0,71.88571429,55.14285714,1.037142857,19.82857143
44.0562,-71.1297,Carroll,159.1,8/30/20,,0.154285714,0,0,74.65714286,54.57142857,1.304285714,22.84
44.0562,-71.1297,Carroll,159.1,9/6/20,,0.048571429,0,0,71.55714286,51,0.745714286,20.00428571
44.0562,-71.1297,Carroll,159.1,9/13/20,,0,0,0,73.45714286,51.57142857,1.125714286,25.25428571
44.0562,-71.1297,Carroll,159.1,9/20/20,,0,0,0,67.71428571,40.42857143,0.894285714,20.39714286
44.0562,-71.1297,Carroll,159.1,9/27/20,,0,0,0,68.18571429,42.85714286,1.11,21.10571429
44.0562,-71.1297,Carroll,159.1,10/4/20,,0.247142857,0,0,60.85714286,48.85714286,0.884285714,13.20142857
44.0562,-71.1297,Carroll,159.1,10/11/20,,0.115714286,0,0,65.77142857,38.71428571,0.564285714,21.62857143
44.0562,-71.1297,Carroll,159.1,10/18/20,,0.577142857,0,0,57.82857143,36.42857143,0.72,17.17142857
44.0562,-71.1297,Carroll,159.1,10/25/20,,0.048571429,0,0,51.9,40.57142857,1.158571429,16.00142857
44.0562,-71.1297,Carroll,159.1,11/1/20,,0.074285714,0,0,65.22857143,29,0.655714286,17.79142857
44.0562,-71.1297,Carroll,159.1,11/8/20,,0.017142857,0.014285714,0,51.91428571,33.57142857,0.382857143,9.304285714
44.0562,-71.1297,Carroll,159.1,11/15/20,,0.005714286,0,0,47.25714286,33.42857143,0.665714286,10.83571429
44.0562,-71.1297,Carroll,159.1,11/22/20,,0.175714286,0,0,48.28571429,23.57142857,0.215714286,6.681428571
44.0562,-71.1297,Carroll,159.1,11/29/20,,0.165714286,0.071428571,0,44.57142857,26.57142857,0.46,5.424285714
44.0562,-71.1297,Carroll,159.1,12/6/20,,0.41,0.028571429,0,33.98571429,28.28571429,0.515714286,4.792857143
44.0562,-71.1297,Carroll,159.1,12/13/20,,0.021428571,0,0,55.28571429,23.57142857,0.668571429,16.88428571
44.0562,-71.1297,Carroll,159.1,12/20/20,,0.094285714,0.957142857,3.142857143,34.22857143,13,0.625714286,5.517142857
44.0562,-71.1297,Carroll,159.1,12/27/20,,0.275714286,0.114285714,3.142857143,32.04285714,24.42857143,0.542857143,4.467142857
44.0562,-71.1297,Carroll,159.1,1/3/21,,0.131428571,1.042857143,1.571428571,38.7,18.71428571,0.23,3.068571429
44.0562,-71.1297,Carroll,159.1,1/10/21,,0.004285714,0.1,5.714285714,30.95714286,20.42857143,0.64,3.71
44.0562,-71.1297,Carroll,159.1,1/17/21,,0.19,0.271428571,4.857142857,27.8,21.85714286,0.332857143,2.861428571
44.0562,-71.1297,Carroll,159.1,1/24/21,,0.001428571,0.028571429,5,23.11428571,14.57142857,0.338571429,2.52
44.0562,-71.1297,Carroll,159.1,1/31/21,,0.017142857,0.257142857,6.428571429,31.31428571,9.142857143,0.662857143,3.25
44.0562,-71.1297,Carroll,159.1,2/7/21,,0.137142857,1.614285714,12.71428571,27.81428571,11.57142857,0.415714286,2.604285714
44.0562,-71.1297,Carroll,159.1,2/14/21,,0.027142857,0.285714286,15.14285714,25.88571429,2,0.451428571,4.247142857
44.0562,-71.1297,Carroll,159.1,2/21/21,,0.18,0.571428571,15.57142857,28.85714286,14.57142857,0.56,2.98
44.0562,-71.1297,Carroll,159.1,2/28/21,,0.147142857,1.014285714,16,20.44285714,18,0.521428571,2.687142857
44.0562,-71.1297,Carroll,159.1,3/7/21,,0.032857143,0,15.14285714,16.8,12.42857143,0.398571429,2.511428571
44.0562,-71.1297,Carroll,159.1,3/14/21,,0,0,10.85714286,17.04285714,22.14285714,0.29,2.612857143
44.0562,-71.1297,Carroll,159.1,3/21/21,,0.031428571,0,3.714285714,18.48571429,14.57142857,0.497142857,2.93
44.0562,-71.1297,Carroll,159.1,3/28/21,,0.064285714,0,0,25.12857143,32.28571429,0.51,3.632857143
44.0562,-71.1297,Carroll,159.1,4/4/21,,0.231428571,0,0,25.57142857,26.42857143,0.628571429,4.161428571
44.0562,-71.1297,Carroll,159.1,4/11/21,,0,0,0,24.95714286,35.57142857,0.705714286,5.148571429
44.0562,-71.1297,Carroll,159.1,4/18/21,,0.077142857,0.028571429,0,29.98571429,36.71428571,0.747142857,8.01
44.0562,-71.1297,Carroll,159.1,4/25/21,,0.17,0,0,40.01428571,32.85714286,0.922857143,12.55142857
44.0562,-71.1297,Carroll,159.1,5/2/21,,0.241428571,0,0,43.7,40.42857143,0.454285714,7.141428571
44.0562,-71.1297,Carroll,159.1,5/9/21,,0.072857143,0,0,39.48571429,41.14285714,0.735714286,8.674285714
44.0562,-71.1297,Carroll,159.1,5/16/21,,0.005714286,0,0,52.94285714,42.14285714,0.528571429,15.06714286
44.0562,-71.1297,Carroll,159.1,5/23/21,,0,0,0,42.65714286,51.57142857,0.374285714,7.825714286
44.0562,-71.1297,Carroll,159.1,5/30/21,,0.02,0,0,47.08571429,47.14285714,1.6,12.56142857
44.0562,-71.1297,Carroll,159.1,6/6/21,,0.135714286,0,0,50.24285714,52,0.984285714,8.06
44.0562,-71.1297,Carroll,159.1,6/13/21,,0.002857143,0,0,50.2,56.71428571,1.292857143,13.38571429
44.0562,-71.1297,Carroll,159.1,6/20/21,,0.027142857,0,0,60.64285714,52.71428571,2.125714286,24.68428571
44.0562,-71.1297,Carroll,159.1,6/27/21,,0.015714286,0,0,67.98571429,53.85714286,1.528571429,24.59285714
44.0562,-71.1297,Carroll,159.1,7/4/21,,0.32,0,0,55.11428571,64,0.835714286,13.92
44.0562,-71.1297,Carroll,159.1,7/11/21,,0.348571429,0,0,74.11428571,55.71428571,1.468571429,28.18285714
44.0562,-71.1297,Carroll,159.1,7/18/21,,0.13,0,0,62.35714286,63,1.21,19.37571429
44.0562,-71.1297,Carroll,159.1,7/25/21,,0.152857143,0,0,66.97142857,57.28571429,1.238571429,23.37857143
44.0562,-71.1297,Carroll,159.1,8/1/21,,0.164285714,0,0,74.97142857,55.71428571,1.975714286,25.78428571
44.0562,-71.1297,Carroll,159.1,8/8/21,,0.118571429,0,0,64.12857143,57.14285714,0.49,12.03857143
44.0562,-71.1297,Carroll,159.1,8/15/21,,0.06,0,0,67.2,64.85714286,0.452857143,11.44857143
44.0562,-71.1297,Carroll,159.1,8/22/21,,0.137142857,0,0,69.41428571,61,0.57,14.00571429
44.0562,-71.1297,Carroll,159.1,8/29/21,,0.247142857,0,0,67.44285714,62.57142857,0.627142857,19.63428571
44.0562,-71.1297,Carroll,159.1,9/5/21,,0.162857143,0,0,64.95714286,54.71428571,0.805714286,16.74857143
44.0562,-71.1297,Carroll,159.1,9/12/21,,0.14,0,0,72.71428571,51.57142857,0.667142857,16.96571429
44.0562,-71.1297,Carroll,159.1,9/19/21,,0.118571429,,,71.57142857,52.42857143,0.594285714,22.32
44.0562,-71.1297,Carroll,159.1,9/26/21,,0.207142857,,,74.07142857,53.28571429,0.6,15.96142857
44.0562,-71.1297,Carroll,159.1,10/3/21,,0.015714286,0,0,67.61428571,42,0.784285714,17.05571429
44.0562,-71.1297,Carroll,159.1,10/10/21,,0.02,0,0,63.08571429,48.42857143,0.498571429,15.74285714
44.0562,-71.1297,Carroll,159.1,10/17/21,,0.111428571,0,0,63.7,50.85714286,0.508571429,13.41714286
44.0562,-71.1297,Carroll,159.1,10/24/21,,0.03,0,0,62.08571429,40.28571429,0.39,13.33142857
44.0562,-71.1297,Carroll,159.1,10/31/21,,0.46,0,0,58.42857143,35.42857143,0.38,9.601428571
44.0562,-71.1297,Carroll,159.1,11/7/21,,0.035714286,0,0,53.88571429,27.85714286,0.312857143,7.848571429
44.0562,-71.1297,Carroll,159.1,11/14/21,,0.325714286,0,0,59.01428571,29.28571429,0.272857143,14.04
44.0562,-71.1297,Carroll,159.1,11/21/21,,0.03,0,0,55.71428571,29.14285714,0.85,10.32142857
44.0562,-71.1297,Carroll,159.1,11/28/21,,0.032857143,0,0,46.34285714,25.28571429,0.372857143,6.508571429
44.0562,-71.1297,Carroll,159.1,12/5/21,,0.06,0.257142857,0.714285714,43.4,21.28571429,0.224285714,7.762857143
44.0562,-71.1297,Carroll,159.1,12/12/21,,0.28,0.442857143,2.142857143,40.47142857,20.57142857,0.238571429,9.991428571
44.0562,-71.1297,Carroll,159.1,12/19/21,,0.128571429,0.885714286,1.142857143,38.44285714,26,0.397142857,5.481428571
44.0562,-71.1297,Carroll,159.1,12/26/21,,0.104285714,0.428571429,6.285714286,35.82857143,12.71428571,0.68,5.408571429
44.0562,-71.1297,Carroll,159.1,1/2/22,,0.051428571,0.171428571,6.714285714,30.72857143,26.57142857,0.654285714,4.65
44.0562,-71.1297,Carroll,159.1,1/9/22,,0.034285714,0.271428571,4.714285714,28.07142857,12.57142857,0.44,3.322857143
44.0562,-71.1297,Carroll,159.1,1/16/22,,0.011428571,0.057142857,5.571428571,31.35714286,2.142857143,0.688571429,5.228571429
44.0562,-71.1297,Carroll,159.1,1/23/22,,0.132857143,1.171428571,12.28571429,29.35714286,-3.571428571,0.39,5.04
44.0562,-71.1297,Carroll,159.1,1/30/22,,0.03,0.671428571,13.14285714,24.9,-0.571428571,0.298571429,2.535714286
44.0562,-71.1297,Carroll,159.1,2/6/22,,0.214285714,1.342857143,15,25.91428571,5.714285714,0.194285714,1.604285714
44.0562,-71.1297,Carroll,159.1,2/13/22,,0.105714286,0.742857143,18.14285714,16.8,17.85714286,0.441428571,2.775714286
44.0562,-71.1297,Carroll,159.1,2/20/22,,0.164285714,0.257142857,10.57142857,14.55714286,10,0.352857143,2.344285714
44.0562,-71.1297,Carroll,159.1,2/27/22,,0.237142857,1.1,5.285714286,9.128571429,12.71428571,0.262857143,3.022857143
44.0562,-71.1297,Carroll,159.1,3/6/22,,0.024285714,0.728571429,6.285714286,13.67142857,8.285714286,0.348571429,2.861428571
44.0562,-71.1297,Carroll,159.1,3/13/22,,0.144285714,0.171428571,0.285714286,21.47142857,25.57142857,0.238571429,2.635714286
44.0562,-71.1297,Carroll,159.1,3/20/22,,0.084285714,0.014285714,0.142857143,24.12857143,28.57142857,0.781428571,4.458571429
44.0562,-71.1297,Carroll,159.1,3/27/22,,0.114285714,0.028571429,0,31.28571429,30.28571429,0.51,5.594285714
44.0562,-71.1297,Carroll,159.1,4/3/22,,0.082857143,0,0,16.62857143,24.42857143,0.374285714,3.35
44.0562,-71.1297,Carroll,159.1,4/10/22,,0.252857143,0,0,29.11428571,31.57142857,0.435714286,5.704285714
44.0562,-71.1297,Carroll,159.1,4/17/22,,0.137142857,0,0,34.5,36.14285714,0.398571429,6.211428571
44.0562,-71.1297,Carroll,159.1,4/24/22,,0.141428571,0.114285714,0.142857143,41.75714286,31.28571429,0.74,8.308571429
44.0562,-71.1297,Carroll,159.1,5/1/22,,0.048571429,0,0,33.11428571,35.42857143,0.844285714,5.465714286
44.0562,-71.1297,Carroll,159.1,5/8/22,,0.087142857,0,0,41.18571429,38.57142857,0.744285714,9.031428571
44.0562,-71.1297,Carroll,159.1,5/15/22,,0.008571429,0,0,44.57142857,44.85714286,0.445714286,8.567142857
44.0562,-71.1297,Carroll,159.1,5/22/22,,0.312857143,0,0,43.34285714,50.14285714,0.367142857,8.925714286
44.0562,-71.1297,Carroll,159.1,5/29/22,,0.005714286,0,0,45.67142857,50.71428571,1.024285714,10.34285714
44.0562,-71.1297,Carroll,159.1,6/5/22,,0.052857143,0,0,46.97142857,52.14285714,1.075714286,9.65
44.0562,-71.1297,Carroll,159.1,6/12/22,,0.252857143,0,0,51.72857143,51.14285714,1.321428571,19.60857143
44.0562,-71.1297,Carroll,159.1,6/19/22,,0.045714286,0,0,64.61428571,53.28571429,0.838571429,20.76714286
44.0562,-71.1297,Carroll,159.1,6/26/22,,0.008571429,0,0,59.78571429,52.28571429,0.617142857,16.79285714
44.0562,-71.1297,Carroll,159.1,7/3/22,,0.017142857,0,0,64.58571429,58.42857143,0.964285714,17.76714286
44.0562,-71.1297,Carroll,159.1,7/10/22,,0.098571429,0,0,62.07142857,53.14285714,0.475714286,16.37428571
44.0562,-71.1297,Carroll,159.1,7/17/22,,0.025714286,0,0,64,56.28571429,0.528571429,18.76571429
44.0562,-71.1297,Carroll,159.1,7/24/22,,0.315714286,0,0,60.98571429,64.57142857,1.071428571,16.28714286
44.0562,-71.1297,Carroll,159.1,7/31/22,,0.158571429,0,0,70.25714286,59.28571429,1.342857143,23.91428571
44.0562,-71.1297,Carroll,159.1,8/7/22,,0.138571429,0,0,67.94285714,64.28571429,1.171428571,24.89571429
44.0562,-71.1297,Carroll,159.1,8/14/22,,0.05,0,0,68.57142857,59.57142857,0.824285714,25.52857143
44.0562,-71.1297,Carroll,159.1,8/21/22,,0.211428571,0,0,73.84285714,58.28571429,1.095714286,26.64285714
44.0562,-71.1297,Carroll,159.1,8/28/22,,0.404285714,0,0,73.68571429,59.85714286,1.097142857,25.53571429
44.0562,-71.1297,Carroll,159.1,9/4/22,,0.067142857,0,0,72.25714286,54.71428571,0.725714286,24.25285714
44.0562,-71.1297,Carroll,159.1,9/11/22,,0.592857143,0,0,77.08571429,55.71428571,0.538571429,24.07571429
44.0562,-71.1297,Carroll,159.1,9/18/22,,0.028571429,0,0,66.98571429,51.71428571,0.778571429,18.75571429
44.0562,-71.1297,Carroll,159.1,9/25/22,,0.454285714,0,0,70.5,48.14285714,0.491428571,19.31
44.0562,-71.1297,Carroll,159.1,10/2/22,,0.037142857,0,0,70.34285714,42.14285714,0.398571429,18.97857143
44.0562,-71.1297,Carroll,159.1,10/9/22,,0,0,0,61.7,39.42857143,0.415714286,11.83285714
44.0562,-71.1297,Carroll,159.1,10/16/22,,0.491428571,0,0,67.41428571,37.71428571,0.652857143,15.97285714
44.0562,-71.1297,Carroll,159.1,10/23/22,,0.091428571,0,0,56.02857143,33.42857143,0.634285714,9.428571429
44.0562,-71.1297,Carroll,159.1,10/30/22,,0.072857143,0,0,54.6,40.85714286,0.7,10.34428571
44.0562,-71.1297,Carroll,159.1,11/6/22,,0,0,0,49.65714286,34.28571429,0.451428571,11.37857143
44.0562,-71.1297,Carroll,159.1,11/13/22,,0.314285714,0,0,49.94285714,39.57142857,0.325714286,13.37
44.0562,-71.1297,Carroll,159.1,11/20/22,,0.137142857,0.3,0.428571429,50.54285714,25.28571429,0.144285714,7.645714286
44.0562,-71.1297,Carroll,159.1,11/27/22,,0.005714286,0,0,51.67142857,21.42857143,0.224285714,8.254285714
44.0562,-71.1297,Carroll,159.1,12/4/22,,0.384285714,0,0,47.1,28.71428571,0.391428571,14.44285714
44.0562,-71.1297,Carroll,159.1,12/11/22,,0.117142857,0,0,51.18571429,24.42857143,0.822857143,13.34
44.0562,-71.1297,Carroll,159.1,12/18/22,,0.222857143,1.142857143,2.142857143,42.97142857,23,0.431428571,7.978571429
44.0562,-71.1297,Carroll,159.1,12/25/22,,0.44,0.428571429,5.857142857,29.88571429,17.42857143,0.797142857,4.931428571
44.0562,-71.1297,Carroll,159.1,1/1/23,,0,0,2.428571429,35.82857143,21,0.301428571,5.572857143
44.0562,-71.1297,Carroll,159.1,1/8/23,,0.101428571,0.371428571,0.714285714,34.97142857,27.71428571,0.642857143,3.881428571
44.0562,-71.1297,Carroll,159.1,1/15/23,,0.298571429,0.871428571,3.714285714,27.01428571,19.28571429,0.654285714,4.884285714
44.0562,-71.1297,Carroll,159.1,1/22/23,,0.088571429,0.885714286,6.571428571,30.48571429,24.14285714,0.572857143,2.86
44.0562,-71.1297,Carroll,159.1,1/29/23,,0.327142857,2.428571429,17.42857143,22.88571429,21.42857143,0.528571429,2.548571429
44.0562,-71.1297,Carroll,159.1,2/5/23,,0.011428571,0.214285714,17.57142857,36.34285714,4.142857143,0.22,3.172857143
44.0562,-71.1297,Carroll,159.1,2/12/23,,0.094285714,0.085714286,15.28571429,25.9,19.71428571,0.241428571,2.627142857
44.0562,-71.1297,Carroll,159.1,2/19/23,,0.015714286,0.014285714,9.285714286,32.52857143,23.28571429,0.447142857,3.457142857
44.0562,-71.1297,Carroll,159.1,2/26/23,,0.084285714,0.971428571,8.142857143,26.47142857,15.71428571,0.24,2.444285714
44.0562,-71.1297,Carroll,159.1,3/5/23,,0.271428571,3.4,18.14285714,26.4,16.42857143,0.372857143,3.801428571
44.0562,-71.1297,Carroll,159.1,3/12/23,,0,0,17.57142857,15.78571429,23.85714286,0.424285714,3.792857143
44.0562,-71.1297,Carroll,159.1,3/19/23,,0.062857143,0.742857143,11,34.42857143,28.85714286,0.358571429,6.392857143
44.0562,-71.1297,Carroll,159.1,3/26/23,,0.091428571,0.414285714,2.857142857,32.81428571,26.14285714,0.377142857,5.547142857
44.0562,-71.1297,Carroll,159.1,4/2/23,,0.101428571,0.457142857,0.714285714,16.55714286,28.57142857,0.275714286,2.334285714
44.0562,-71.1297,Carroll,159.1,4/9/23,,0.044285714,0,0,32.11428571,27.71428571,0.537142857,4.647142857
44.0562,-71.1297,Carroll,159.1,4/16/23,,0,0,0,33.97142857,36.85714286,0.465714286,5.31
44.0562,-71.1297,Carroll,159.1,4/23/23,,0.114285714,0,0,36.17142857,38,0.537142857,7.561428571
44.0562,-71.1297,Carroll,159.1,4/30/23,,0.318571429,0,0,36.52857143,38.71428571,0.427142857,6.175714286
44.0562,-71.1297,Carroll,159.1,5/7/23,,0.671428571,0,0,36.14285714,41.71428571,0.607142857,6.311428571
44.0562,-71.1297,Carroll,159.1,5/14/23,,0.008571429,0,0,43.42857143,41,1.304285714,12.73714286
44.0562,-71.1297,Carroll,159.1,5/21/23,,0.212857143,0,0,54,40.57142857,0.917142857,16.43428571
44.0562,-71.1297,Carroll,159.1,5/28/23,,0.024285714,0,0,44.97142857,41,0.465714286,6.288571429
44.0562,-71.1297,Carroll,159.1,6/4/23,,0.03,0,0,47.02857143,51,0.157142857,7.025714286
44.0562,-71.1297,Carroll,159.1,6/11/23,,0.37,0,0,45.4,48,0.38,4.78
42.939,-72.3247,Chesire,155.8,1/2/00,,0,0,0,,18,0.25,3.875
42.939,-72.3247,Chesire,155.8,1/9/00,,0.137142857,0,0,,22.42857143,0.342857143,4.337142857
42.939,-72.3247,Chesire,155.8,1/16/00,,0.02,0.428571429,1,,15.14285714,0.652857143,3.171428571
42.939,-72.3247,Chesire,155.8,1/23/00,,0.014285714,0.285714286,2,,-6.142857143,0.358571429,1.78
42.939,-72.3247,Chesire,155.8,1/30/00,,0.125714286,1.142857143,7.571428571,,-0.142857143,0.158571429,2.537142857
42.939,-72.3247,Chesire,155.8,2/6/00,,0.031428571,0.714285714,10.71428571,,2,0.294285714,3.222857143
42.939,-72.3247,Chesire,155.8,2/13/00,,0.022857143,0.285714286,9,,4.857142857,0.171428571,4.384285714
42.939,-72.3247,Chesire,155.8,2/20/00,,0.301428571,1.857142857,12.71428571,,9.285714286,0.115714286,2.637142857
42.939,-72.3247,Chesire,155.8,2/27/00,,0.068571429,0,12.71428571,,22.42857143,0.188571429,4.425714286
42.939,-72.3247,Chesire,155.8,3/5/00,,0.045714286,0,4.857142857,,26.14285714,0.59,5.378571429
42.939,-72.3247,Chesire,155.8,3/12/00,,0.22,0.857142857,1,,26.14285714,0.417142857,7.157142857
42.939,-72.3247,Chesire,155.8,3/19/00,,0.098571429,0.8,3.142857143,,18.42857143,0.201428571,6.974285714
42.939,-72.3247,Chesire,155.8,3/26/00,,0.007142857,0,0.142857143,,21.71428571,0.14,11.62428571
42.939,-72.3247,Chesire,155.8,4/2/00,,0.082857143,0,0,,25.85714286,0.127142857,9.055714286
42.939,-72.3247,Chesire,155.8,4/9/00,,0.364285714,0,0,,36.42857143,0.51,7.821428571
42.939,-72.3247,Chesire,155.8,4/16/00,,0.031428571,0,0,,23.42857143,0.458571429,11.38142857
42.939,-72.3247,Chesire,155.8,4/23/00,,0.245714286,0,0,,37,0.788571429,5.215714286
42.939,-72.3247,Chesire,155.8,4/30/00,,0.011428571,0,0,,30.85714286,0.177142857,8.534285714
42.939,-72.3247,Chesire,155.8,5/7/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,5/14/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,5/21/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,5/28/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,6/4/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,6/11/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,6/18/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,6/25/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,7/2/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,7/9/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,7/16/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,7/23/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,7/30/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,8/6/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,8/13/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,8/20/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,8/27/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,9/3/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,9/10/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,9/17/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,9/24/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,10/1/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,10/8/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,10/15/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,10/22/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,10/29/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,11/5/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,11/12/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,11/19/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,11/26/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,12/3/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,12/10/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,12/17/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,12/24/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,12/31/00,,,,,,,,
42.939,-72.3247,Chesire,155.8,1/7/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,1/14/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,1/21/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,1/28/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,2/4/01,,0.0525,0.075,9,,16.25,0.7325,16.56
42.939,-72.3247,Chesire,155.8,2/11/01,,0.232857143,4.028571429,21.14285714,,19.71428571,0.66,19.08714286
42.939,-72.3247,Chesire,155.8,2/18/01,,0.031428571,0.042857143,16,,4.857142857,0.77,11.69857143
42.939,-72.3247,Chesire,155.8,2/25/01,,0.018571429,0.3,15.42857143,,8.142857143,0.645714286,7.024285714
42.939,-72.3247,Chesire,155.8,3/4/01,,0.216666667,0.566666667,17,,16.66666667,0.85,12.78666667
42.939,-72.3247,Chesire,155.8,3/11/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,3/18/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,3/25/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,4/1/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,4/8/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,4/15/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,4/22/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,4/29/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,5/6/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,5/13/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,5/20/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,5/27/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,6/3/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,6/10/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,6/17/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,6/24/01,,,,,,,,
42.939,-72.3247,Chesire,155.8,7/1/01,,0.02,0,,,60,0.45,12.27
42.939,-72.3247,Chesire,155.8,7/8/01,,0.09,0,0,,48.14285714,1.15,18.24571429
42.939,-72.3247,Chesire,155.8,7/15/01,,0.03,0,0,,54.28571429,0.49,13.67
42.939,-72.3247,Chesire,155.8,7/22/01,,0.081428571,0,0,,52.28571429,0.435714286,11.50571429
42.939,-72.3247,Chesire,155.8,7/29/01,,0.135714286,0,0,,53.57142857,0.418571429,19.29285714
42.939,-72.3247,Chesire,155.8,8/5/01,,0.13,0,0,,54.71428571,0.568571429,20.16142857
42.939,-72.3247,Chesire,155.8,8/12/01,,0.017142857,0,0,,62.85714286,0.24,17.38857143
42.939,-72.3247,Chesire,155.8,8/19/01,,0.008571429,0,0,,56.71428571,0.445714286,19.60428571
42.939,-72.3247,Chesire,155.8,8/26/01,,0.001428571,0,0,,53.71428571,0.494285714,17.19714286
42.939,-72.3247,Chesire,155.8,9/2/01,,0.014,0,0,,51.6,0.68,10.432
