,STATION,LATITUDE,LONGITUDE,County,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,vpdmin (hPa),vpdmax (hPa)
1255,USC00273850,43.7052,-72.2855,Grafton,178.0,2008-09-30,0.0,4.1,0.0,0.0,1847.5,2160.0,1551.0,14.55,449.96
1256,USC00273850,43.7052,-72.2855,Grafton,178.0,2008-10-31,0.0,3.77,0.0,0.0,1513.7,1770.0,1125.0,12.0,292.48
1257,USC00273850,43.7052,-72.2855,Grafton,178.0,2008-11-30,0.0,2.75,1.5,1.0,1095.0,1334.0,896.0,17.58,138.96
1258,USC00273850,43.7052,-72.2855,Grafton,178.0,2008-12-31,0.0,5.9799999999999995,32.2,172.0,754.6,1054.0,544.0,11.02,85.05
1259,USC00273850,43.7052,-72.2855,Grafton,178.0,2009-01-31,0.0,2.48,28.4,428.0,416.3,771.0,126.0,8.91,73.49
1260,USC00273850,43.7052,-72.2855,Grafton,178.0,2009-02-28,0.0,1.21,9.2,409.0,572.3,982.0,374.0,10.49,91.76
1261,USC00273850,43.7052,-72.2855,Grafton,178.0,2009-03-31,0.0,2.96,5.3,150.0,936.9,1371.0,696.0,13.16,197.99
1262,USC00273850,43.7052,-72.2855,Grafton,178.0,2009-04-30,0.0,2.61,0.0,0.0,1323.9,1798.0,1062.0,25.09,308.72
1263,USC00273850,43.7052,-72.2855,Grafton,178.0,2009-05-31,0.0,4.32,0.0,0.0,1737.1,2106.0,1397.0,28.92,543.38
1264,USC00273850,43.7052,-72.2855,Grafton,178.0,2009-06-30,0.0,4.6,0.0,0.0,1856.4,2201.0,1638.0,28.16,425.36
1265,USC00273850,43.7052,-72.2855,Grafton,178.0,2009-07-31,0.0,8.88,0.0,0.0,2064.7,2376.0,1801.0,18.71,485.05
1266,USC00273850,43.7052,-72.2855,Grafton,178.0,2009-08-31,0.0,6.46,0.0,0.0,2182.4,2487.0,1866.0,15.33,613.99
1267,USC00273850,43.7052,-72.2855,Grafton,178.0,2009-09-30,0.0,1.56,0.0,0.0,1764.4,2110.0,1474.0,13.63,419.78000000000003
1268,USC00273850,43.7052,-72.2855,Grafton,178.0,2009-10-31,0.0,5.91,0.0,0.0,1411.2,1676.0,1158.0,10.07,228.8
1269,USC00273850,43.7052,-72.2855,Grafton,178.0,2009-11-30,0.0,2.58,0.0,0.0,1243.2,1497.0,986.0,13.49,184.32
1270,USC00273850,43.7052,-72.2855,Grafton,178.0,2009-12-31,0.0,2.77,15.799999999999999,138.0,796.1,966.0,549.0,12.370000000000001,91.61
1271,USC00273850,43.7052,-72.2855,Grafton,178.0,2010-01-31,0.0,0.58,4.9,141.0,685.1,930.0,504.0,12.1,74.59
1272,USC00273850,43.7052,-72.2855,Grafton,178.0,2010-02-28,0.0,2.06,4.9,9.0,635.6,939.0,607.0,15.030000000000001,86.54
1273,USC00273850,43.7052,-72.2855,Grafton,178.0,2010-03-31,0.0,4.66,0.0,0.0,1170.1,1537.0,925.0,21.15,239.46
1274,USC00273850,43.7052,-72.2855,Grafton,178.0,2010-04-30,0.0,1.52,0.0,0.0,1463.8,1866.0,1105.0,18.89,399.37
1275,USC00273850,43.7052,-72.2855,Grafton,178.0,2010-05-31,0.0,2.38,0.0,0.0,1746.4,2272.0,1453.0,25.36,567.4
1276,USC00273850,43.7052,-72.2855,Grafton,178.0,2010-06-30,0.0,5.43,0.0,0.0,1930.3,2275.0,1647.0,21.08,526.3
1277,USC00273850,43.7052,-72.2855,Grafton,178.0,2010-07-31,0.0,2.98,0.0,0.0,2255.2,2634.0,1912.0,33.05,717.97
1278,USC00273850,43.7052,-72.2855,Grafton,178.0,2010-08-31,0.0,3.09,0.0,0.0,2105.7,2498.0,1814.0,29.73,600.11
1279,USC00273850,43.7052,-72.2855,Grafton,178.0,2010-09-30,0.0,4.65,0.0,0.0,1879.0,2189.0,1579.0,20.29,552.59
1280,USC00273850,43.7052,-72.2855,Grafton,178.0,2010-10-31,0.0,6.81,0.0,0.0,1500.8,1771.0,1172.0,14.0,263.73
1281,USC00273850,43.7052,-72.2855,Grafton,178.0,2010-11-30,0.0,2.6,0.0,0.0,1134.5,1305.0,865.0,18.23,169.55
1282,USC00273850,43.7052,-72.2855,Grafton,178.0,2010-12-31,0.0,2.34,2.1,14.0,656.4,789.0,484.0,13.01,66.75
1283,USC00273850,43.7052,-72.2855,Grafton,178.0,2011-01-31,0.0,1.97,23.9,218.0,532.6,820.0,301.0,8.58,70.68
1284,USC00273850,43.7052,-72.2855,Grafton,178.0,2011-02-28,0.0,3.9000000000000004,29.3,390.0,432.0,882.0,250.0,7.53,94.18
1285,USC00273850,43.7052,-72.2855,Grafton,178.0,2011-03-31,0.0,3.6100000000000003,3.8,290.0,818.8,1255.0,687.0,9.47,128.59
1286,USC00273850,43.7052,-72.2855,Grafton,178.0,2011-04-30,0.0,4.77,1.6,2.0,1111.2,1639.0,1066.0,15.8,218.9
1287,USC00273850,43.7052,-72.2855,Grafton,178.0,2011-05-31,0.0,3.49,0.0,0.0,1678.8,2188.0,1537.0,17.669999999999998,344.08
1288,USC00273850,43.7052,-72.2855,Grafton,178.0,2011-06-30,0.0,4.31,0.0,0.0,1962.8,1819.0,1347.0,23.41,593.21
1289,USC00273850,43.7052,-72.2855,Grafton,178.0,2011-07-31,0.0,3.25,0.0,0.0,1860.4,1608.0,1136.0,14.51,562.03
1290,USC00273850,43.7052,-72.2855,Grafton,178.0,2011-08-31,0.0,8.95,0.0,0.0,2184.1,2301.0,1715.0,12.62,646.16
1291,USC00273850,43.7052,-72.2855,Grafton,178.0,2011-09-30,0.0,3.32,0.0,0.0,1923.7,2191.0,1635.0,10.31,465.96
1292,USC00273850,43.7052,-72.2855,Grafton,178.0,2011-10-31,0.0,2.58,4.4,7.0,1770.6,1859.0,1215.0,6.57,337.47
1293,USC00273850,43.7052,-72.2855,Grafton,178.0,2011-11-30,0.0,2.3,7.0,27.0,1240.2,1529.0,950.0,7.9399999999999995,220.12
1294,USC00273850,43.7052,-72.2855,Grafton,178.0,2011-12-31,0.0,2.9,1.8,10.0,1032.4,1173.0,674.0,11.02,122.81
1295,USC00273850,43.7052,-72.2855,Grafton,178.0,2012-01-31,0.0,2.32,8.0,45.0,681.1,980.0,487.0,8.61,80.03
1296,USC00273850,43.7052,-72.2855,Grafton,178.0,2012-02-29,0.0,0.69,3.1,15.0,733.1,1083.0,569.0,11.05,110.47
1297,USC00273850,43.7052,-72.2855,Grafton,178.0,2012-03-31,0.0,1.14,3.6,27.0,1036.4,1646.0,960.0,12.0,220.81
1298,USC00273850,43.7052,-72.2855,Grafton,178.0,2012-04-30,0.0,3.25,0.0,0.0,1314.9,1747.0,1044.0,30.29,378.87
1299,USC00273850,43.7052,-72.2855,Grafton,178.0,2012-05-31,0.0,4.45,0.0,0.0,1589.2,2212.0,1556.0,16.83,382.5
1300,USC00273850,43.7052,-72.2855,Grafton,178.0,2012-06-30,0.0,1.45,0.0,0.0,1903.4,2309.0,1633.0,21.04,544.77
1301,USC00273850,43.7052,-72.2855,Grafton,178.0,2012-07-31,0.0,1.9,0.0,0.0,2182.8,2620.0,1868.0,21.72,788.78
1302,USC00273850,43.7052,-72.2855,Grafton,178.0,2012-08-31,0.0,0.9400000000000001,0.0,0.0,2202.3,2598.0,1851.0,21.42,670.0699999999999
1303,USC00273850,43.7052,-72.2855,Grafton,178.0,2012-09-30,0.0,4.7299999999999995,0.0,0.0,1946.2,2217.0,1512.0,13.81,612.86
1304,USC00273850,43.7052,-72.2855,Grafton,178.0,2012-10-31,0.0,4.66,0.0,0.0,1582.2,1944.0,1328.0,9.68,268.11
1305,USC00273850,43.7052,-72.2855,Grafton,178.0,2012-11-30,0.0,0.42,0.2,0.0,1268.1,1394.0,818.0,17.45,224.41
1306,USC00273850,43.7052,-72.2855,Grafton,178.0,2012-12-31,0.0,5.25,13.2,45.0,986.8,1179.0,732.0,12.94,122.21
1307,USC00273850,43.7052,-72.2855,Grafton,178.0,2013-01-31,0.0,1.08,7.8,99.0,699.6,992.0,432.0,9.27,84.18
1308,USC00273850,43.7052,-72.2855,Grafton,178.0,2013-02-28,0.0,1.4300000000000002,9.7,98.0,485.0,941.0,468.0,10.07,82.83
1309,USC00273850,43.7052,-72.2855,Grafton,178.0,2013-03-31,0.0,1.1800000000000002,4.4,42.0,876.6,1289.0,695.0,14.81,118.02
1310,USC00273850,43.7052,-72.2855,Grafton,178.0,2013-04-30,0.0,1.41,0.0,0.0,1095.7,1850.0,971.0,17.17,216.57
1311,USC00273850,43.7052,-72.2855,Grafton,178.0,2013-05-31,0.0,3.08,0.0,0.0,1619.2,2291.0,1416.0,24.86,533.57
1312,USC00273850,43.7052,-72.2855,Grafton,178.0,2013-06-30,0.0,2.36,0.0,0.0,1824.3,2353.0,1672.0,9.48,453.85
1313,USC00273850,43.7052,-72.2855,Grafton,178.0,2013-07-31,0.0,5.81,0.0,0.0,2254.7,2626.0,2000.0,6.99,627.9
1314,USC00273850,43.7052,-72.2855,Grafton,178.0,2013-08-31,0.0,1.7,0.0,0.0,2056.1,2494.0,1780.0,7.3,566.73
1315,USC00273850,43.7052,-72.2855,Grafton,178.0,2013-09-30,0.0,2.3,0.0,0.0,1673.2,1821.0,1245.0,7.02,454.63
1316,USC00273850,43.7052,-72.2855,Grafton,178.0,2013-10-31,0.0,1.37,0.0,0.0,1690.2,1896.0,1249.0,9.66,392.94
1317,USC00273850,43.7052,-72.2855,Grafton,178.0,2013-11-30,0.0,1.52,1.8,4.0,1108.0,1216.0,739.0,10.03,201.27
1318,USC00273850,43.7052,-72.2855,Grafton,178.0,2013-12-31,0.0,0.54,12.6,54.0,837.7,893.0,502.0,9.86,115.01
1319,USC00273850,43.7052,-72.2855,Grafton,178.0,2014-01-31,0.0,1.76,9.700000000000001,64.0,532.4,865.0,325.0,8.01,58.45
1320,USC00273850,43.7052,-72.2855,Grafton,178.0,2014-02-28,0.0,2.9899999999999998,27.8,279.0,512.0,705.0,220.0,8.83,71.67
1321,USC00273850,43.7052,-72.2855,Grafton,178.0,2014-03-31,0.0,1.1900000000000002,17.2,379.0,428.2,1111.0,395.0,8.45,93.26
1322,USC00273850,43.7052,-72.2855,Grafton,178.0,2014-04-30,0.0,1.1099999999999999,0.0,12.0,776.8,1757.0,939.0,10.41,142.93
1323,USC00273850,43.7052,-72.2855,Grafton,178.0,2014-05-31,0.0,1.32,0.0,0.0,1373.6,2189.0,1337.0,18.59,321.32
1324,USC00273850,43.7052,-72.2855,Grafton,178.0,2014-06-30,0.0,1.17,0.0,0.0,1764.9,2364.0,1654.0,26.32,519.91
1325,USC00273850,43.7052,-72.2855,Grafton,178.0,2014-07-31,0.0,1.28,0.0,0.0,2068.5,2546.0,1862.0,23.84,633.05
1326,USC00273850,43.7052,-72.2855,Grafton,178.0,2014-08-31,0.0,0.63,0.0,0.0,2129.0,2352.0,1647.0,15.65,606.47
1327,USC00273850,43.7052,-72.2855,Grafton,178.0,2014-09-30,0.0,0.05,0.0,0.0,1971.4,2200.0,1525.0,10.43,544.17
1328,USC00273850,43.7052,-72.2855,Grafton,178.0,2014-10-31,0.0,1.45,0.0,0.0,1739.5,1904.0,1399.0,15.74,386.31
1329,USC00273850,43.7052,-72.2855,Grafton,178.0,2014-11-30,0.0,1.5899999999999999,0.0,0.0,1419.8,1337.0,862.0,18.85,234.32
1330,USC00273850,43.7052,-72.2855,Grafton,178.0,2014-12-31,0.0,2.81,8.5,95.0,971.0,1097.0,774.0,10.92,128.24
1331,USC00273850,43.7052,-72.2855,Grafton,178.0,2015-01-31,0.0,0.36,8.3,102.0,797.6,829.0,236.0,6.78,63.56
1332,USC00273850,43.7052,-72.2855,Grafton,178.0,2015-02-28,0.0,0.8600000000000001,23.9,400.0,271.0,652.0,-1.0,5.28,60.25
1333,USC00273850,43.7052,-72.2855,Grafton,178.0,2015-03-31,0.0,0.51,1.6,286.0,258.9,1203.0,552.0,7.42,73.58
1334,USC00273850,43.7052,-72.2855,Grafton,178.0,2015-04-30,0.0,0.85,3.8,5.0,833.1,1688.0,1009.0,13.85,164.04
1335,USC00273850,43.7052,-72.2855,Grafton,178.0,2015-05-31,0.0,1.38,0.0,0.0,1411.3,2367.0,1452.0,24.21,385.94
1336,USC00273850,43.7052,-72.2855,Grafton,178.0,2015-06-30,0.0,2.4899999999999998,0.0,0.0,1811.8,1569.0,1125.0,25.72,543.25
1337,USC00273850,43.7052,-72.2855,Grafton,178.0,2015-07-31,0.0,3.1799999999999997,0.0,0.0,1991.2,2474.0,1793.0,19.83,528.43
1338,USC00273850,43.7052,-72.2855,Grafton,178.0,2015-08-31,0.0,3.43,0.0,0.0,2161.2,2564.0,1858.0,20.740000000000002,662.8
1339,USC00273850,43.7052,-72.2855,Grafton,178.0,2015-09-30,0.0,3.38,0.0,0.0,2087.0,2369.0,1643.0,18.19,604.97
1340,USC00273850,43.7052,-72.2855,Grafton,178.0,2015-10-31,0.0,1.3,0.0,0.0,1851.2,1853.0,1152.0,12.77,471.83
1341,USC00273850,43.7052,-72.2855,Grafton,178.0,2015-11-30,0.0,1.3399999999999999,0.0,0.0,1364.2,1595.0,995.0,9.99,275.15
1342,USC00273850,43.7052,-72.2855,Grafton,178.0,2015-12-31,0.0,2.65,2.1,6.0,1140.3,1352.0,969.0,13.66,172.33
1343,USC00273850,43.7052,-72.2855,Grafton,178.0,2016-01-31,0.0,0.55,5.2,56.0,1011.3,1005.0,527.0,13.2,110.2
1344,USC00273850,43.7052,-72.2855,Grafton,178.0,2016-02-29,0.0,2.87,5.199999999999999,19.0,704.9,1127.0,552.0,11.53,100.48
1345,USC00273850,43.7052,-72.2855,Grafton,178.0,2016-03-31,0.0,1.27,0.2,0.0,709.8,1444.0,855.0,14.35,124.03
1346,USC00273850,43.7052,-72.2855,Grafton,178.0,2016-04-30,0.0,1.02,3.0,4.0,1132.7,1723.0,933.0,20.21,223.32999999999998
1347,USC00273850,43.7052,-72.2855,Grafton,178.0,2016-05-31,0.0,1.63,0.0,0.0,1365.2,2229.0,1439.0,26.11,347.51
1348,USC00273850,43.7052,-72.2855,Grafton,178.0,2016-06-30,0.0,1.49,0.0,0.0,1805.5,2410.0,1619.0,24.71,569.8
1349,USC00273850,43.7052,-72.2855,Grafton,178.0,2016-07-31,0.0,3.61,0.0,0.0,2021.5,2629.0,1881.0,26.29,721.59
1350,USC00273850,43.7052,-72.2855,Grafton,178.0,2016-08-31,0.0,1.39,0.0,0.0,2178.7,2606.0,1898.0,19.91,670.1
1351,USC00273850,43.7052,-72.2855,Grafton,178.0,2016-09-30,0.0,0.14,0.0,0.0,2067.4,2289.0,1576.0,16.3,615.54
1352,USC00273850,43.7052,-72.2855,Grafton,178.0,2016-10-31,0.0,3.54,0.0,0.0,1861.7,1853.0,1300.0,6.82,449.8
1353,USC00273850,43.7052,-72.2855,Grafton,178.0,2016-11-30,0.0,3.0,0.9,0.0,1358.8,1421.0,977.0,7.38,229.75
1354,USC00273850,43.7052,-72.2855,Grafton,178.0,2016-12-31,0.0,1.55,11.5,77.0,1127.8,1047.0,615.0,12.65,137.4
1355,USC00273850,43.7052,-72.2855,Grafton,178.0,2017-01-31,0.0,2.29,6.1,73.0,677.3,1093.0,655.0,8.95,87.47
1356,USC00273850,43.7052,-72.2855,Grafton,178.0,2017-02-28,0.0,1.02,15.6,168.0,702.9,1127.0,578.0,8.69,86.47
1357,USC00273850,43.7052,-72.2855,Grafton,178.0,2017-03-31,0.0,0.9299999999999999,14.0,60.0,829.6,1197.0,608.0,10.7,139.16
1358,USC00273850,43.7052,-72.2855,Grafton,178.0,2017-04-30,0.0,2.75,5.2,22.0,842.7,1878.0,1159.0,12.89,131.52
1359,USC00273850,43.7052,-72.2855,Grafton,178.0,2017-05-31,0.0,5.13,0.0,0.0,1528.5,2100.0,1424.0,18.73,366.33
1360,USC00273850,43.7052,-72.2855,Grafton,178.0,2017-06-30,0.0,3.84,0.0,0.0,1661.2,2357.0,1652.0,13.02,396.49
1361,USC00273850,43.7052,-72.2855,Grafton,178.0,2017-07-31,0.0,5.17,0.0,0.0,2072.2,2521.0,1813.0,14.77,610.32
1362,USC00273850,43.7052,-72.2855,Grafton,178.0,2017-08-31,0.0,1.59,0.0,0.0,2109.4,2476.0,1748.0,7.680000000000001,585.13
1363,USC00273850,43.7052,-72.2855,Grafton,178.0,2017-09-30,0.0,1.11,0.0,0.0,1915.7,2304.0,1638.0,4.87,516.78
1364,USC00273850,43.7052,-72.2855,Grafton,178.0,2017-10-31,0.0,4.99,0.0,0.0,1936.3,2110.0,1427.0,4.45,515.22
1365,USC00273850,43.7052,-72.2855,Grafton,178.0,2017-11-30,0.0,1.15,0.0,0.0,1558.2,1361.0,862.0,6.59,296.71
1366,USC00273850,43.7052,-72.2855,Grafton,178.0,2017-12-31,0.0,1.3,22.599999999999998,57.0,984.8,879.0,431.0,9.59,122.56
1367,USC00273850,43.7052,-72.2855,Grafton,178.0,2018-01-31,0.0,2.79,18.4,14.0,347.4,919.0,356.0,5.87,56.13
1368,USC00273850,43.7052,-72.2855,Grafton,178.0,2018-02-28,0.0,2.16,18.8,89.0,583.7,1120.0,575.0,6.6,72.17999999999999
1369,USC00273850,43.7052,-72.2855,Grafton,178.0,2018-03-31,0.0,2.53,20.0,73.0,899.5,1304.0,763.0,9.01,126.75
1370,USC00273850,43.7052,-72.2855,Grafton,178.0,2018-04-30,0.0,4.16,0.8,1.0,914.2,1525.0,948.0,17.79,160.84
1371,USC00273850,43.7052,-72.2855,Grafton,178.0,2018-05-31,0.0,1.15,0.0,0.0,1370.3,2401.0,1483.0,21.42,300.34000000000003
1372,USC00273850,43.7052,-72.2855,Grafton,178.0,2018-06-30,0.0,0.030000000000000002,0.0,0.0,1783.8,2343.0,1587.0,27.94,565.39
1373,USC00273850,43.7052,-72.2855,Grafton,178.0,2018-07-31,0.0,2.65,0.0,0.0,2072.3,2664.0,1926.0,27.27,695.07
1374,USC00273850,43.7052,-72.2855,Grafton,178.0,2018-08-31,0.0,2.15,0.0,0.0,2215.2,2571.0,1950.0,29.7,665.03
1375,USC00273850,43.7052,-72.2855,Grafton,178.0,2018-09-30,0.0,3.45,0.0,0.0,2123.4,2231.0,1673.0,23.12,560.36
1376,USC00273850,43.7052,-72.2855,Grafton,178.0,2018-10-31,0.0,3.61,0.0,0.0,1835.5,1731.0,1259.0,15.63,337.25
1377,USC00273850,43.7052,-72.2855,Grafton,178.0,2018-11-30,0.0,3.7,7.9,34.0,1305.1,1202.0,856.0,13.49,170.16
1378,USC00273850,43.7052,-72.2855,Grafton,178.0,2018-12-31,0.0,3.18,0.9,61.0,893.0,1079.0,608.0,10.64,92.79
1379,USC00273850,43.7052,-72.2855,Grafton,178.0,2019-01-31,0.0,4.14,28.400000000000002,270.0,738.7,912.0,342.0,9.88,87.64
1380,USC00273850,43.7052,-72.2855,Grafton,178.0,2019-02-28,0.0,2.0,11.5,368.0,350.4,955.0,415.0,7.73,56.54
1381,USC00273850,43.7052,-72.2855,Grafton,178.0,2019-03-31,0.0,1.52,7.2,294.0,643.3,1321.0,661.0,10.41,109.97
1382,USC00273850,43.7052,-72.2855,Grafton,178.0,2019-04-30,0.0,1.11,1.0,0.0,948.1,1722.0,1087.0,18.81,188.28
1383,USC00273850,43.7052,-72.2855,Grafton,178.0,2019-05-31,0.0,0.16,0.0,0.0,1437.2,2036.0,1430.0,18.62,261.77
1384,USC00273850,43.7052,-72.2855,Grafton,178.0,2019-06-30,0.0,3.94,0.0,0.0,1645.0,2367.0,1612.0,24.62,394.21
1385,USC00273850,43.7052,-72.2855,Grafton,178.0,2019-07-31,0.0,2.37,0.0,0.0,2071.8,2672.0,1901.0,27.330000000000002,684.12
1386,USC00273850,43.7052,-72.2855,Grafton,178.0,2019-08-31,0.0,0.5700000000000001,0.0,0.0,2009.1,2309.0,1614.0,28.349999999999998,676.73
1387,USC00273850,43.7052,-72.2855,Grafton,178.0,2019-09-30,0.0,0.9299999999999999,0.0,0.0,2010.5,2201.0,1513.0,22.93,613.07
1388,USC00273850,43.7052,-72.2855,Grafton,178.0,2019-10-31,0.0,3.2,0.0,0.0,1810.1,1867.0,1321.0,15.19,440.39
1389,USC00273850,43.7052,-72.2855,Grafton,178.0,2019-11-30,0.0,1.49,1.6,10.0,1423.8,1239.0,786.0,12.31,256.98
1390,USC00273850,43.7052,-72.2855,Grafton,178.0,2019-12-31,0.0,2.24,13.2,55.0,899.7,1063.0,599.0,14.43,114.11
1391,USC00273850,43.7052,-72.2855,Grafton,178.0,2020-01-31,0.0,2.18,15.6,106.0,776.2,1108.0,599.0,10.74,88.13
1392,USC00273850,43.7052,-72.2855,Grafton,178.0,2020-02-29,0.0,2.86,10.8,141.0,674.3,1054.0,546.0,8.7,83.84
1393,USC00273850,43.7052,-72.2855,Grafton,178.0,2020-03-31,0.0,2.3,5.4,14.0,745.5,1511.0,864.0,8.94,113.16
1394,USC00273850,43.7052,-72.2855,Grafton,178.0,2020-04-30,0.0,3.8200000000000003,0.0,0.0,1077.8,1635.0,975.0,19.21,204.34
1395,USC00273850,43.7052,-72.2855,Grafton,178.0,2020-05-31,0.0,2.03,0.0,0.0,1322.3,2233.0,1391.0,24.19,298.28
1396,USC00273850,43.7052,-72.2855,Grafton,178.0,2020-06-30,0.0,2.02,0.0,0.0,1648.7,2441.0,1660.0,29.89,528.89
1397,USC00273850,43.7052,-72.2855,Grafton,178.0,2020-07-31,0.0,1.55,0.0,0.0,2116.6,2719.0,2013.0,25.09,704.61
1398,USC00273850,43.7052,-72.2855,Grafton,178.0,2020-08-31,0.0,1.58,0.0,0.0,2304.2,2550.0,1831.0,33.88,764.38
1399,USC00273850,43.7052,-72.2855,Grafton,178.0,2020-09-30,0.0,2.5300000000000002,0.0,0.0,2027.8,2247.0,1506.0,15.75,614.63
1400,USC00273850,43.7052,-72.2855,Grafton,178.0,2020-10-31,0.0,4.06,0.0,0.0,1810.0,1793.0,1173.0,11.879999999999999,484.01
1401,USC00273850,43.7052,-72.2855,Grafton,178.0,2020-11-30,0.0,0.5599999999999999,0.0,0.0,1394.8,1521.0,939.0,11.81,237.70000000000002
1402,USC00273850,43.7052,-72.2855,Grafton,178.0,2020-12-31,0.0,2.6399999999999997,19.5,19.0,1209.4,1171.0,738.0,10.03,203.26
1403,USC00273850,43.7052,-72.2855,Grafton,178.0,2021-01-31,0.0,0.8600000000000001,5.9,67.0,821.9,974.0,574.0,12.1,79.53999999999999
1404,USC00273850,43.7052,-72.2855,Grafton,178.0,2021-02-28,0.0,0.48,17.2,235.0,600.5,874.0,409.0,12.3,61.84
1405,USC00273850,43.7052,-72.2855,Grafton,178.0,2021-03-31,0.0,0.09999999999999999,0.0,88.0,657.2,1544.0,741.0,13.24,87.65
1406,USC00273850,43.7052,-72.2855,Grafton,178.0,2021-04-30,0.0,2.42,3.3,0.0,1024.0,1785.0,1077.0,17.54,242.77
1407,USC00273850,43.7052,-72.2855,Grafton,178.0,2021-05-31,0.0,1.23,0.0,0.0,1473.1,2158.0,1407.0,21.41,364.26
1408,USC00273850,43.7052,-72.2855,Grafton,178.0,2021-06-30,0.0,1.58,0.0,0.0,1731.7,2488.0,1675.0,31.1,584.6
1409,USC00273850,43.7052,-72.2855,Grafton,178.0,2021-07-31,0.0,4.6,0.0,0.0,2135.7,2396.0,1850.0,45.18,691.8
1410,USC00273850,43.7052,-72.2855,Grafton,178.0,2021-08-31,0.0,2.3400000000000003,0.0,0.0,2098.9,2555.0,1943.0,38.95,486.61
1411,USC00273850,43.7052,-72.2855,Grafton,178.0,2021-09-30,0.0,3.6,0.0,0.0,2150.6,2207.0,1625.0,34.46,575.07
1412,USC00273850,43.7052,-72.2855,Grafton,178.0,2021-10-31,0.0,4.12,0.0,0.0,1903.3,1973.0,1435.0,17.95,410.35
1413,USC00273850,43.7052,-72.2855,Grafton,178.0,2021-11-30,0.0,2.33,3.3,5.0,1586.7,1382.0,886.0,13.99,288.37
1414,USC00273850,43.7052,-72.2855,Grafton,178.0,2021-12-31,0.0,0.95,13.9,69.0,1071.9,1197.0,757.0,10.4,160.55
1415,USC00273850,43.7052,-72.2855,Grafton,178.0,2022-01-31,0.0,1.19,8.5,170.0,894.7,899.0,245.0,12.73,102.73
1416,USC00273850,43.7052,-72.2855,Grafton,178.0,2022-02-28,0.0,3.38,18.0,181.0,340.0,1062.0,451.0,8.94,63.65
1417,USC00273850,43.7052,-72.2855,Grafton,178.0,2022-03-31,0.0,1.15,1.6,22.0,684.7,1448.0,790.0,11.02,107.52
1418,USC00273850,43.7052,-72.2855,Grafton,178.0,2022-04-30,0.0,4.1,0.0,0.0,1064.2,1685.0,1051.0,15.02,182.85
1419,USC00273850,43.7052,-72.2855,Grafton,178.0,2022-05-31,0.0,2.6,0.0,0.0,1393.1,2339.0,1486.0,23.68,321.27
1420,USC00273850,43.7052,-72.2855,Grafton,178.0,2022-06-30,0.0,1.56,0.0,0.0,1841.0,2268.0,1554.0,30.85,625.05
1421,USC00273850,43.7052,-72.2855,Grafton,178.0,2022-07-31,0.0,2.36,0.0,0.0,2022.8,2648.0,1815.0,29.91,689.52
1422,USC00273850,43.7052,-72.2855,Grafton,178.0,2022-08-31,0.0,1.8800000000000001,0.0,0.0,2201.9,2647.0,1896.0,27.14,778.71
1423,USC00273850,43.7052,-72.2855,Grafton,178.0,2022-09-30,0.0,4.76,0.0,0.0,2139.8,2158.0,1548.0,29.71,653.37
1424,USC00273850,43.7052,-72.2855,Grafton,178.0,2022-10-31,0.0,3.6399999999999997,0.0,0.0,1825.6,1959.0,1227.0,16.2,360.76
1425,USC00273850,43.7052,-72.2855,Grafton,178.0,2022-11-30,0.0,3.51,1.0,1.0,1482.4,1312.0,862.0,8.4,319.6
1426,USC00273850,43.7052,-72.2855,Grafton,178.0,2022-12-31,0.0,2.14,14.2,78.0,1202.6,1200.0,726.0,16.34,217.62
1427,USC00273850,43.7052,-72.2855,Grafton,178.0,2023-01-31,0.0,3.7499999999999996,14.5,85.0,884.5,1139.0,789.0,13.32,90.67
1428,USC00273850,43.7052,-72.2855,Grafton,178.0,2023-02-28,0.0,2.19,11.3,99.0,784.9,1059.0,492.0,10.72,63.05
1429,USC00273850,43.7052,-72.2855,Grafton,178.0,2023-03-31,0.0,3.15,14.299999999999999,172.0,791.9,1375.0,837.0,12.04,120.88
1430,USC00273850,43.7052,-72.2855,Grafton,178.0,2023-04-30,0.0,3.48,0.0,0.0,1015.5,1845.0,1144.0,15.04,159.17000000000002
1431,USC00273850,43.7052,-72.2855,Grafton,178.0,2023-05-31,0.0,2.6,0.0,0.0,1359.4,1971.0,1178.0,30.88,313.2
1432,USC00273850,43.7052,-72.2855,Grafton,178.0,2023-06-30,0.0,0.27,0.0,0.0,188.3,329.0,208.0,1.76,25.47
1433,USC00274399,42.939,-72.3247,Chesire,155.8,2000-01-31,0.0,2.12,16.0,85.0,0.0,908.0,248.0,11.16,93.11
1434,USC00274399,42.939,-72.3247,Chesire,155.8,2000-02-29,0.0,3.25,17.0,318.0,0.0,1060.0,341.0,6.17,110.37
1435,USC00274399,42.939,-72.3247,Chesire,155.8,2000-03-31,0.0,2.8600000000000003,10.0,51.0,0.0,1557.0,718.0,9.17,246.71
1436,USC00274399,42.939,-72.3247,Chesire,155.8,2000-04-30,0.0,4.569999999999999,0.0,0.0,0.0,1629.0,940.0,13.85,255.03
1437,USC00274399,42.939,-72.3247,Chesire,155.8,2000-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1438,USC00274399,42.939,-72.3247,Chesire,155.8,2000-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
